Time,Dun Laoghaire @ Peoples Park Pedestrian,Dun Laoghaire @ Peoples Park Peds IN,Dun Laoghaire @ Peoples Park Peds OUT,Dun Laoghaire @ Seapoint Beach Pedestrian,Dun Laoghaire @ Seapoint Beach Peds IN,Dun Laoghaire @ Seapoint Beach Peds OUT,Dun Laoghaire @ York Road Pedestrian,Dun Laoghaire @ York Road Peds IN,Dun Laoghaire @ York Road Peds OUT,Glenageary Pedestrian,Glenageary Peds IN,Glenageary Peds OUT,Rock Road Park - New Counter Pedestrian,Rock Road Park - New Counter Peds IN,Rock Road Park - New Counter Peds OUT,Wyattville Rd At Park Gates Pedestrian,Wyattville Rd At Park Gates Peds IN,Wyattville Rd At Park Gates Peds OUT,Wyattville Road At Steps Pedestrian,Wyattville Road At Steps Peds IN,Wyattville Road At Steps Peds OUT
"Feb 12, 2023 12:00 PM",454,251,203,104,52,52,70,37,33,0,0,0,1177,531,646,50,27,23,,,
"Feb 12, 2023 1:00 PM",485,288,197,79,50,29,64,39,25,0,0,0,970,409,561,64,34,30,,,
"Feb 12, 2023 2:00 PM",430,241,189,92,56,36,99,51,48,0,0,0,1238,499,739,50,22,28,,,
"Feb 12, 2023 3:00 PM",426,259,167,85,49,36,75,43,32,0,0,0,1373,549,824,50,24,26,,,
"Feb 12, 2023 4:00 PM",412,211,201,64,26,38,53,29,24,0,0,0,1306,489,817,40,21,19,,,
"Feb 12, 2023 5:00 PM",241,140,101,51,31,20,50,28,22,0,0,0,1045,419,626,31,12,19,,,
"Feb 12, 2023 6:00 PM",203,118,85,45,17,28,29,14,15,0,0,0,1153,398,755,42,15,27,,,
"Feb 12, 2023 7:00 PM",86,47,39,24,12,12,31,16,15,0,0,0,1443,541,902,31,15,16,,,
"Feb 12, 2023 8:00 PM",72,39,33,44,15,29,20,8,12,0,0,0,1564,481,1083,35,17,18,,,
"Feb 12, 2023 9:00 PM",41,22,19,10,3,7,32,19,13,0,0,0,1404,601,803,30,11,19,,,
"Feb 12, 2023 10:00 PM",15,11,4,10,3,7,5,4,1,0,0,0,1534,562,972,59,33,26,,,
"Feb 12, 2023 11:00 PM",8,6,2,5,4,1,0,0,0,0,0,0,1225,414,811,4,3,1,,,
"Feb 13, 2023 12:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,1234,597,637,13,9,4,,,
"Feb 13, 2023 1:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,1150,613,537,4,3,1,,,
"Feb 13, 2023 2:00 AM",0,0,0,0,0,0,0,0,0,0,,0,1085,433,652,0,0,0,,,
"Feb 13, 2023 3:00 AM",0,0,0,0,0,0,3,2,1,0,,0,172,119,53,0,0,0,,,
"Feb 13, 2023 4:00 AM",0,0,0,1,1,0,0,0,0,0,,0,325,186,139,1,1,0,,,
"Feb 13, 2023 5:00 AM",8,3,5,0,0,0,0,0,0,0,,0,24,14,10,3,1,2,,,
"Feb 13, 2023 6:00 AM",20,9,11,1,0,1,0,0,0,0,,0,265,118,147,6,1,5,,,
"Feb 13, 2023 7:00 AM",52,25,27,20,10,10,13,6,7,0,,0,897,357,540,22,9,13,,,
"Feb 13, 2023 8:00 AM",84,50,34,34,15,19,19,12,7,0,,0,1090,469,621,63,36,27,,,
"Feb 13, 2023 9:00 AM",72,34,38,30,18,12,22,11,11,0,,0,955,332,623,38,17,21,,,
"Feb 13, 2023 10:00 AM",98,47,51,26,8,18,22,15,7,0,,0,873,403,470,45,23,22,,,
"Feb 13, 2023 11:00 AM",138,77,61,16,13,3,33,19,14,0,,0,804,373,431,30,15,15,,,
"Feb 13, 2023 12:00 PM",135,78,57,33,15,18,33,18,15,0,0,0,887,378,509,61,27,34,,,
"Feb 13, 2023 1:00 PM",171,97,74,46,23,23,37,24,13,0,0,0,789,338,451,64,29,35,,,
"Feb 13, 2023 2:00 PM",161,84,77,43,24,19,39,20,19,0,0,0,1009,361,648,66,36,30,,,
"Feb 13, 2023 3:00 PM",118,65,53,63,27,36,27,19,8,0,0,0,839,355,484,48,22,26,,,
"Feb 13, 2023 4:00 PM",125,60,65,38,23,15,35,17,18,0,0,0,1009,406,603,67,33,34,,,
"Feb 13, 2023 5:00 PM",160,85,75,47,26,21,47,21,26,0,0,0,1229,499,730,74,41,33,,,
"Feb 13, 2023 6:00 PM",140,71,69,59,31,28,55,34,21,0,0,0,1111,412,699,68,25,43,,,
"Feb 13, 2023 7:00 PM",105,56,49,33,19,14,41,19,22,0,0,0,863,378,485,72,38,34,,,
"Feb 13, 2023 8:00 PM",101,62,39,28,9,19,23,9,14,0,0,0,1103,447,656,31,15,16,,,
"Feb 13, 2023 9:00 PM",28,15,13,15,6,9,26,10,16,0,0,0,1499,536,963,28,12,16,,,
"Feb 13, 2023 10:00 PM",16,10,6,9,2,7,9,2,7,0,0,0,1232,434,798,13,7,6,,,
"Feb 13, 2023 11:00 PM",7,4,3,3,3,0,2,1,1,0,,0,979,366,613,6,2,4,,,
"Feb 14, 2023 12:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,944,301,643,6,5,1,,,
"Feb 14, 2023 1:00 AM",0,0,0,2,2,0,0,0,0,0,,0,258,117,141,3,3,0,,,
"Feb 14, 2023 2:00 AM",0,0,0,0,0,0,2,1,1,0,0,0,241,150,91,2,1,1,,,
"Feb 14, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,46,14,32,0,0,0,,,
"Feb 14, 2023 4:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,,,
"Feb 14, 2023 5:00 AM",11,3,8,0,0,0,0,0,0,0,0,0,28,17,11,7,4,3,,,
"Feb 14, 2023 6:00 AM",32,18,14,11,5,6,11,6,5,0,0,0,254,94,160,4,2,2,,,
"Feb 14, 2023 7:00 AM",57,28,29,25,7,18,22,9,13,0,0,0,778,319,459,33,19,14,,,
"Feb 14, 2023 8:00 AM",88,45,43,35,11,24,26,11,15,0,0,0,956,362,594,66,37,29,,,
"Feb 14, 2023 9:00 AM",78,40,38,19,11,8,15,10,5,0,0,0,552,253,299,36,16,20,,,
"Feb 14, 2023 10:00 AM",98,45,53,20,9,11,20,13,7,0,0,0,752,354,398,25,12,13,,,
"Feb 14, 2023 11:00 AM",120,53,67,30,17,13,31,19,12,0,0,0,809,381,428,34,16,18,,,
"Feb 14, 2023 12:00 PM",112,59,53,38,12,26,34,16,18,0,0,0,905,367,538,48,22,26,,,
"Feb 14, 2023 1:00 PM",182,91,91,46,24,22,52,22,30,0,0,0,990,432,558,80,42,38,,,
"Feb 14, 2023 2:00 PM",140,70,70,42,22,20,34,16,18,0,0,0,672,317,355,62,21,41,,,
"Feb 14, 2023 3:00 PM",148,89,59,38,25,13,25,11,14,0,0,0,1216,535,681,62,26,36,,,
"Feb 14, 2023 4:00 PM",196,103,93,36,24,12,47,27,20,0,0,0,1170,501,669,76,40,36,,,
"Feb 14, 2023 5:00 PM",180,93,87,50,24,26,40,22,18,0,0,0,1268,489,779,103,44,59,,,
"Feb 14, 2023 6:00 PM",128,78,50,52,30,22,41,26,15,0,0,0,1378,566,812,92,50,42,,,
"Feb 14, 2023 7:00 PM",106,52,54,51,21,30,36,11,25,0,0,0,826,309,517,90,47,43,,,
"Feb 14, 2023 8:00 PM",111,65,46,37,15,22,29,16,13,0,0,0,1272,588,684,43,15,28,,,
"Feb 14, 2023 9:00 PM",47,27,20,16,6,10,16,7,9,0,0,0,1560,650,910,42,10,32,,,
"Feb 14, 2023 10:00 PM",21,13,8,10,6,4,13,4,9,0,0,0,1672,564,1108,16,9,7,,,
"Feb 14, 2023 11:00 PM",7,3,4,3,1,2,2,0,2,0,0,0,1345,588,757,10,5,5,,,
"Feb 15, 2023 12:00 AM",0,0,0,0,0,0,4,2,2,0,0,0,1082,543,539,4,3,1,,,
"Feb 15, 2023 1:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,369,196,173,8,7,1,,,
"Feb 15, 2023 2:00 AM",0,0,0,4,2,2,0,0,0,0,0,0,145,77,68,1,0,1,,,
"Feb 15, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,39,26,13,3,1,2,,,
"Feb 15, 2023 4:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,21,11,10,1,0,1,,,
"Feb 15, 2023 5:00 AM",6,4,2,0,0,0,0,0,0,0,0,0,28,13,15,7,4,3,,,
"Feb 15, 2023 6:00 AM",26,12,14,2,1,1,7,4,3,0,0,0,392,182,210,5,2,3,,,
"Feb 15, 2023 7:00 AM",30,16,14,13,7,6,12,5,7,0,0,0,1486,602,884,19,9,10,,,
"Feb 15, 2023 8:00 AM",58,40,18,32,15,17,13,6,7,0,0,0,1318,560,758,43,21,22,,,
"Feb 15, 2023 9:00 AM",75,34,41,34,22,12,17,10,7,0,0,0,1306,502,804,48,21,27,,,
"Feb 15, 2023 10:00 AM",79,36,43,48,23,25,33,17,16,0,,0,952,444,508,46,25,21,,,
"Feb 15, 2023 11:00 AM",163,91,72,33,21,12,29,19,10,0,0,0,1051,476,575,45,22,23,,,
"Feb 15, 2023 12:00 PM",159,90,69,36,18,18,42,21,21,0,0,0,1084,484,600,64,24,40,,,
"Feb 15, 2023 1:00 PM",166,91,75,60,30,30,61,30,31,0,0,0,1325,574,751,73,34,39,,,
"Feb 15, 2023 2:00 PM",163,88,75,36,15,21,21,11,10,0,0,0,1170,535,635,58,20,38,,,
"Feb 15, 2023 3:00 PM",161,89,72,29,10,19,31,15,16,0,0,0,953,409,544,53,23,30,,,
"Feb 15, 2023 4:00 PM",132,81,51,37,21,16,23,12,11,0,0,0,1186,524,662,56,29,27,,,
"Feb 15, 2023 5:00 PM",131,70,61,39,23,16,66,34,32,0,0,0,1201,512,689,76,41,35,,,
"Feb 15, 2023 6:00 PM",144,86,58,56,33,23,49,31,18,0,0,0,1279,625,654,54,29,25,,,
"Feb 15, 2023 7:00 PM",120,70,50,44,28,16,31,17,14,0,0,0,1103,524,579,32,17,15,,,
"Feb 15, 2023 8:00 PM",76,40,36,40,20,20,24,10,14,0,0,0,1114,468,646,26,11,15,,,
"Feb 15, 2023 9:00 PM",33,17,16,16,6,10,9,4,5,0,,0,1544,683,861,17,5,12,,,
"Feb 15, 2023 10:00 PM",14,6,8,2,0,2,8,1,7,0,0,0,1877,647,1230,12,5,7,,,
"Feb 15, 2023 11:00 PM",5,3,2,6,3,3,2,0,2,0,,0,1122,397,725,3,1,2,,,
"Feb 16, 2023 12:00 AM",0,0,0,0,0,0,0,0,0,0,,0,840,407,433,4,4,0,,,
"Feb 16, 2023 1:00 AM",2,0,2,1,0,1,4,1,3,0,,0,417,147,270,2,2,0,,,
"Feb 16, 2023 2:00 AM",0,0,0,1,1,0,0,0,0,0,,0,222,129,93,1,0,1,,,
"Feb 16, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,0,,0,41,19,22,1,0,1,,,
"Feb 16, 2023 4:00 AM",0,0,0,1,1,0,0,0,0,0,0,0,9,6,3,1,0,1,,,
"Feb 16, 2023 5:00 AM",4,1,3,0,0,0,1,1,0,0,0,0,5,5,0,5,3,2,,,
"Feb 16, 2023 6:00 AM",25,12,13,9,5,4,11,8,3,0,0,0,366,145,221,11,5,6,,,
"Feb 16, 2023 7:00 AM",66,38,28,27,10,17,17,9,8,0,0,0,852,343,509,31,9,22,,,
"Feb 16, 2023 8:00 AM",69,37,32,38,17,21,29,13,16,0,0,0,1367,521,846,43,21,22,,,
"Feb 16, 2023 9:00 AM",88,45,43,24,16,8,36,18,18,0,0,0,1116,503,613,34,17,17,,,
"Feb 16, 2023 10:00 AM",118,63,55,38,10,28,21,15,6,0,0,0,1106,533,573,35,18,17,,,
"Feb 16, 2023 11:00 AM",134,65,69,45,28,17,27,15,12,0,0,0,890,430,460,44,16,28,,,
"Feb 16, 2023 12:00 PM",153,85,68,30,12,18,33,18,15,0,0,0,798,347,451,66,32,34,,,
"Feb 16, 2023 1:00 PM",190,99,91,29,10,19,52,30,22,0,0,0,1029,458,571,68,36,32,,,
"Feb 16, 2023 2:00 PM",155,92,63,29,19,10,32,14,18,0,0,0,1124,533,591,64,37,27,,,
"Feb 16, 2023 3:00 PM",175,90,85,55,24,31,31,14,17,0,0,0,1227,574,653,57,27,30,,,
"Feb 16, 2023 4:00 PM",194,108,86,40,19,21,24,13,11,0,0,0,1188,530,658,64,28,36,,,
"Feb 16, 2023 5:00 PM",144,73,71,50,27,23,52,26,26,0,0,0,1481,652,829,69,34,35,,,
"Feb 16, 2023 6:00 PM",107,64,43,38,21,17,38,14,24,0,0,0,1387,599,788,55,29,26,,,
"Feb 16, 2023 7:00 PM",102,57,45,33,19,14,27,15,12,0,0,0,898,438,460,59,26,33,,,
"Feb 16, 2023 8:00 PM",82,44,38,40,21,19,21,10,11,0,0,0,915,371,544,44,19,25,,,
"Feb 16, 2023 9:00 PM",72,41,31,23,12,11,22,14,8,0,0,0,1199,484,715,22,9,13,,,
"Feb 16, 2023 10:00 PM",29,16,13,13,7,6,10,1,9,0,0,0,1826,720,1106,21,10,11,,,
"Feb 16, 2023 11:00 PM",3,1,2,6,3,3,9,3,6,0,0,0,1058,453,605,4,2,2,,,
"Feb 17, 2023 12:00 AM",1,1,0,1,1,0,1,0,1,0,0,0,590,328,262,8,7,1,,,
"Feb 17, 2023 1:00 AM",0,0,0,1,0,1,2,1,1,0,0,0,388,281,107,1,1,0,,,
"Feb 17, 2023 2:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,325,246,79,3,0,3,,,
"Feb 17, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,231,183,48,0,0,0,,,
"Feb 17, 2023 4:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,196,170,26,0,0,0,,,
"Feb 17, 2023 5:00 AM",4,1,3,1,1,0,0,0,0,0,0,0,249,212,37,4,1,3,,,
"Feb 17, 2023 6:00 AM",22,10,12,6,5,1,5,3,2,0,0,0,165,75,90,6,6,0,,,
"Feb 17, 2023 7:00 AM",47,27,20,14,4,10,20,12,8,0,0,0,774,306,468,21,7,14,,,
"Feb 17, 2023 8:00 AM",69,35,34,36,13,23,24,10,14,0,0,0,1044,418,626,27,13,14,,,
"Feb 17, 2023 9:00 AM",76,45,31,29,16,13,33,22,11,0,0,0,733,307,426,41,15,26,,,
"Feb 17, 2023 10:00 AM",103,61,42,40,23,17,46,22,24,0,0,0,435,215,220,24,11,13,,,
"Feb 17, 2023 11:00 AM",144,67,77,46,17,29,32,15,17,0,0,0,615,258,357,63,34,29,,,
"Feb 17, 2023 12:00 PM",206,121,85,42,31,11,33,19,14,0,0,0,904,341,563,42,24,18,,,
"Feb 17, 2023 1:00 PM",166,94,72,40,24,16,56,30,26,0,0,0,881,370,511,53,29,24,,,
"Feb 17, 2023 2:00 PM",175,95,80,34,13,21,35,22,13,0,0,0,780,346,434,54,18,36,,,
"Feb 17, 2023 3:00 PM",187,98,89,24,11,13,36,17,19,0,0,0,727,322,405,54,27,27,,,
"Feb 17, 2023 4:00 PM",192,104,88,40,19,21,43,22,21,0,0,0,747,303,444,61,24,37,,,
"Feb 17, 2023 5:00 PM",161,77,84,56,37,19,60,26,34,0,0,0,1089,421,668,54,28,26,,,
"Feb 17, 2023 6:00 PM",136,84,52,41,19,22,35,16,19,0,0,0,985,376,609,68,36,32,,,
"Feb 17, 2023 7:00 PM",102,53,49,33,16,17,32,12,20,0,0,0,766,315,451,60,38,22,,,
"Feb 17, 2023 8:00 PM",107,53,54,22,10,12,27,17,10,0,0,0,740,306,434,53,18,35,,,
"Feb 17, 2023 9:00 PM",50,31,19,26,13,13,9,4,5,0,0,0,626,223,403,22,6,16,,,
"Feb 17, 2023 10:00 PM",18,11,7,17,3,14,6,1,5,0,0,0,876,364,512,15,12,3,,,
"Feb 17, 2023 11:00 PM",11,7,4,3,3,0,2,0,2,0,0,0,1298,554,744,12,7,5,,,
"Feb 18, 2023 12:00 AM",0,0,0,2,0,2,5,1,4,0,0,0,931,372,559,2,1,1,,,
"Feb 18, 2023 1:00 AM",2,1,1,1,1,0,0,0,0,0,0,0,850,403,447,2,2,0,,,
"Feb 18, 2023 2:00 AM",2,1,1,0,0,0,1,0,1,0,0,0,420,186,234,3,1,2,,,
"Feb 18, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,93,76,17,4,3,1,,,
"Feb 18, 2023 4:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,61,29,32,1,1,0,,,
"Feb 18, 2023 5:00 AM",0,0,0,1,0,1,0,0,0,0,0,0,64,25,39,2,2,0,,,
"Feb 18, 2023 6:00 AM",17,6,11,7,4,3,1,1,0,0,0,0,205,112,93,3,1,2,,,
"Feb 18, 2023 7:00 AM",46,23,23,12,4,8,9,4,5,0,0,0,580,257,323,9,3,6,,,
"Feb 18, 2023 8:00 AM",96,50,46,27,12,15,34,20,14,0,0,0,750,313,437,32,18,14,,,
"Feb 18, 2023 9:00 AM",177,88,89,52,25,27,39,16,23,0,0,0,816,320,496,33,15,18,,,
"Feb 18, 2023 10:00 AM",218,122,96,66,34,32,53,26,27,0,0,0,639,310,329,52,27,25,,,
"Feb 18, 2023 11:00 AM",278,171,107,80,51,29,63,35,28,0,0,0,929,424,505,45,26,19,,,
"Feb 18, 2023 12:00 PM",259,145,114,61,31,30,43,23,20,0,0,0,1049,425,624,56,21,35,,,
"Feb 18, 2023 1:00 PM",253,144,109,59,34,25,63,35,28,0,0,0,837,380,457,49,22,27,,,
"Feb 18, 2023 2:00 PM",280,153,127,74,44,30,57,34,23,0,0,0,984,388,596,52,20,32,,,
"Feb 18, 2023 3:00 PM",303,159,144,76,45,31,44,22,22,0,0,0,1195,512,683,69,35,34,,,
"Feb 18, 2023 4:00 PM",236,134,102,69,35,34,57,21,36,0,0,0,1062,474,588,63,35,28,,,
"Feb 18, 2023 5:00 PM",252,139,113,82,44,38,49,27,22,0,0,0,1370,463,907,53,26,27,,,
"Feb 18, 2023 6:00 PM",185,96,89,32,19,13,31,14,17,0,0,0,1753,597,1156,52,21,31,,,
"Feb 18, 2023 7:00 PM",101,45,56,14,10,4,28,14,14,0,0,0,1180,499,681,27,8,19,,,
"Feb 18, 2023 8:00 PM",72,46,26,21,10,11,9,3,6,0,0,0,1214,455,759,26,14,12,,,
"Feb 18, 2023 9:00 PM",46,28,18,7,1,6,8,4,4,0,0,0,915,357,558,19,9,10,,,
"Feb 18, 2023 10:00 PM",65,42,23,8,4,4,9,5,4,0,0,0,1473,477,996,19,7,12,,,
"Feb 18, 2023 11:00 PM",29,15,14,4,3,1,5,3,2,0,0,0,1834,769,1065,10,8,2,,,
"Feb 19, 2023 12:00 AM",0,0,0,2,2,0,3,2,1,0,0,0,1543,555,988,12,8,4,,,
"Feb 19, 2023 1:00 AM",1,0,1,0,0,0,1,0,1,0,0,0,770,321,449,7,2,5,,,
"Feb 19, 2023 2:00 AM",2,2,0,0,0,0,0,0,0,0,0,0,259,111,148,7,5,2,,,
"Feb 19, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,66,32,34,5,2,3,,,
"Feb 19, 2023 4:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,414,226,188,2,1,1,,,
"Feb 19, 2023 5:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,714,254,460,2,2,0,,,
"Feb 19, 2023 6:00 AM",17,12,5,1,1,0,2,2,0,0,0,0,419,249,170,10,6,4,,,
"Feb 19, 2023 7:00 AM",39,24,15,7,3,4,7,3,4,0,0,0,637,360,277,10,1,9,,,
"Feb 19, 2023 8:00 AM",101,44,57,41,20,21,31,19,12,0,0,0,727,314,413,24,11,13,,,
"Feb 19, 2023 9:00 AM",124,61,63,62,38,24,43,23,20,0,0,0,689,300,389,33,18,15,,,
"Feb 19, 2023 10:00 AM",262,169,93,85,42,43,67,40,27,0,0,0,1321,493,828,49,23,26,,,
"Feb 19, 2023 11:00 AM",402,223,179,96,53,43,85,55,30,0,0,0,1171,509,662,71,35,36,,,
"Feb 19, 2023 12:00 PM",583,346,237,102,52,50,83,45,38,0,0,0,994,461,533,89,54,35,,,
"Feb 19, 2023 1:00 PM",655,376,279,112,66,46,102,66,36,0,0,0,1047,457,590,77,26,51,,,
"Feb 19, 2023 2:00 PM",728,418,310,116,60,56,118,73,45,0,0,0,1024,442,582,85,36,49,,,
"Feb 19, 2023 3:00 PM",789,439,350,142,76,66,89,44,45,0,0,0,1181,570,611,70,36,34,,,
"Feb 19, 2023 4:00 PM",723,398,325,114,60,54,85,33,52,0,0,0,1388,549,839,90,41,49,,,
"Feb 19, 2023 5:00 PM",470,260,210,84,35,49,92,28,64,0,0,0,834,374,460,60,33,27,,,
"Feb 19, 2023 6:00 PM",231,127,104,40,17,23,41,14,27,0,0,0,1107,463,644,68,41,27,,,
"Feb 19, 2023 7:00 PM",121,67,54,38,20,18,25,12,13,0,0,0,1205,477,728,52,24,28,,,
"Feb 19, 2023 8:00 PM",93,54,39,13,7,6,21,12,9,0,0,0,1482,643,839,24,15,9,,,
"Feb 19, 2023 9:00 PM",50,21,29,16,8,8,12,6,6,0,0,0,1812,677,1135,17,9,8,,,
"Feb 19, 2023 10:00 PM",28,17,11,5,1,4,3,1,2,0,0,0,2224,720,1504,5,1,4,,,
"Feb 19, 2023 11:00 PM",13,4,9,2,0,2,6,4,2,0,0,0,1760,593,1167,10,7,3,,,
"Feb 20, 2023 12:00 AM",0,0,0,0,0,0,1,0,1,0,0,0,830,406,424,7,5,2,,,
"Feb 20, 2023 1:00 AM",4,4,0,0,0,0,0,0,0,0,0,0,871,511,360,1,0,1,,,
"Feb 20, 2023 2:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,68,48,20,1,0,1,,,
"Feb 20, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,1,3,,,
"Feb 20, 2023 4:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,125,55,70,1,1,0,,,
"Feb 20, 2023 5:00 AM",3,1,2,0,0,0,0,0,0,0,0,0,452,187,265,4,1,3,,,
"Feb 20, 2023 6:00 AM",46,19,27,9,3,6,17,8,9,0,0,0,402,179,223,7,4,3,,,
"Feb 20, 2023 7:00 AM",58,29,29,19,5,14,24,11,13,0,0,0,1036,470,566,43,16,27,,,
"Feb 20, 2023 8:00 AM",104,53,51,33,17,16,25,12,13,0,0,0,1829,779,1050,117,79,38,,,
"Feb 20, 2023 9:00 AM",116,62,54,36,22,14,28,9,19,0,0,0,1210,494,716,35,14,21,,,
"Feb 20, 2023 10:00 AM",127,76,51,42,19,23,33,14,19,0,0,0,1290,553,737,30,15,15,,,
"Feb 20, 2023 11:00 AM",151,77,74,50,23,27,30,19,11,0,0,0,773,353,420,42,13,29,,,
"Feb 20, 2023 12:00 PM",150,90,60,41,17,24,37,24,13,0,0,0,1022,423,599,50,28,22,,,
"Feb 20, 2023 1:00 PM",207,103,104,59,31,28,64,30,34,0,0,0,948,431,517,77,40,37,,,
"Feb 20, 2023 2:00 PM",160,85,75,32,13,19,36,15,21,0,0,0,1471,656,815,88,40,48,,,
"Feb 20, 2023 3:00 PM",141,82,59,42,29,13,28,9,19,0,0,0,2063,831,1232,97,29,68,,,
"Feb 20, 2023 4:00 PM",149,74,75,36,18,18,45,25,20,0,0,0,1344,557,787,65,23,42,,,
"Feb 20, 2023 5:00 PM",200,106,94,41,30,11,49,33,16,0,0,0,1086,429,657,75,33,42,,,
"Feb 20, 2023 6:00 PM",154,63,91,53,34,19,51,34,17,0,0,0,1048,431,617,70,30,40,,,
"Feb 20, 2023 7:00 PM",132,78,54,71,33,38,39,19,20,0,0,0,626,275,351,43,27,16,,,
"Feb 20, 2023 8:00 PM",105,62,43,30,19,11,32,19,13,0,0,0,561,234,327,40,13,27,,,
"Feb 20, 2023 9:00 PM",65,40,25,13,7,6,20,12,8,0,0,0,1012,426,586,34,14,20,,,
"Feb 20, 2023 10:00 PM",14,10,4,14,5,9,3,0,3,0,0,0,988,373,615,8,5,3,,,
"Feb 20, 2023 11:00 PM",9,6,3,0,0,0,0,0,0,0,0,0,881,404,477,5,3,2,,,
"Feb 21, 2023 12:00 AM",0,0,0,0,0,0,1,0,1,0,0,0,762,328,434,7,4,3,,,
"Feb 21, 2023 1:00 AM",0,0,0,0,0,0,2,0,2,0,0,0,850,496,354,0,0,0,,,
"Feb 21, 2023 2:00 AM",1,0,1,0,0,0,0,0,0,0,0,0,502,329,173,1,0,1,,,
"Feb 21, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,142,62,80,0,0,0,,,
"Feb 21, 2023 4:00 AM",0,0,0,1,1,0,0,0,0,0,0,0,106,50,56,1,1,0,,,
"Feb 21, 2023 5:00 AM",10,3,7,1,0,1,0,0,0,0,0,0,88,32,56,4,1,3,,,
"Feb 21, 2023 6:00 AM",44,21,23,10,3,7,21,12,9,0,0,0,585,218,367,9,4,5,,,
"Feb 21, 2023 7:00 AM",61,28,33,23,9,14,15,7,8,0,0,0,1072,399,673,40,20,20,,,
"Feb 21, 2023 8:00 AM",84,43,41,38,9,29,29,15,14,0,0,0,1561,577,984,138,98,40,,,
"Feb 21, 2023 9:00 AM",121,62,59,23,12,11,16,8,8,0,0,0,944,388,556,47,25,22,,,
"Feb 21, 2023 10:00 AM",121,66,55,38,19,19,34,23,11,0,0,0,892,375,517,64,28,36,,,
"Feb 21, 2023 11:00 AM",172,96,76,39,19,20,29,17,12,0,0,0,722,335,387,51,19,32,,,
"Feb 21, 2023 12:00 PM",179,100,79,52,35,17,24,9,15,0,0,0,871,395,476,74,34,40,,,
"Feb 21, 2023 1:00 PM",235,142,93,83,42,41,73,35,38,0,0,0,1486,614,872,82,41,41,,,
"Feb 21, 2023 2:00 PM",206,101,105,36,18,18,40,20,20,0,0,0,1373,565,808,117,43,74,,,
"Feb 21, 2023 3:00 PM",190,97,93,40,18,22,22,13,9,0,0,0,1038,411,627,129,57,72,,,
"Feb 21, 2023 4:00 PM",161,80,81,59,36,23,46,19,27,0,0,0,1516,594,922,68,30,38,,,
"Feb 21, 2023 5:00 PM",127,60,67,42,19,23,46,25,21,0,0,0,1310,506,804,103,64,39,,,
"Feb 21, 2023 6:00 PM",163,77,86,76,47,29,61,35,26,0,0,0,1396,527,869,89,42,47,,,
"Feb 21, 2023 7:00 PM",151,89,62,56,27,29,50,28,22,0,0,0,1201,454,747,96,51,45,,,
"Feb 21, 2023 8:00 PM",103,62,41,39,15,24,25,12,13,0,0,0,859,444,415,44,17,27,,,
"Feb 21, 2023 9:00 PM",56,29,27,16,9,7,17,10,7,0,0,0,866,395,471,35,11,24,,,
"Feb 21, 2023 10:00 PM",23,17,6,5,4,1,9,4,5,0,0,0,961,378,583,17,10,7,,,
"Feb 21, 2023 11:00 PM",4,2,2,1,1,0,1,0,1,0,0,0,993,393,600,6,3,3,,,
"Feb 22, 2023 12:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,495,173,322,7,5,2,,,
"Feb 22, 2023 1:00 AM",0,0,0,0,0,0,1,1,0,0,,0,438,264,174,2,2,0,,,
"Feb 22, 2023 2:00 AM",0,0,0,0,0,0,0,0,0,0,,0,399,372,27,2,1,1,,,
"Feb 22, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,17,12,5,0,0,0,,,
"Feb 22, 2023 4:00 AM",0,0,0,1,0,1,0,0,0,0,0,0,52,28,24,1,1,0,,,
"Feb 22, 2023 5:00 AM",6,3,3,1,1,0,0,0,0,0,,0,89,40,49,5,1,4,,,
"Feb 22, 2023 6:00 AM",41,19,22,11,6,5,12,7,5,,,,255,137,118,9,6,3,,,
"Feb 22, 2023 7:00 AM",56,27,29,35,13,22,19,9,10,,,,1068,482,586,48,20,28,,,
