,index,UTC Datetime,Local Datetime,countlineId,countlineName,Sensor Number,direction,Pedestrian
1257,3777,12/12/2021,12/12/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1182
1258,3778,12/12/2021,12/12/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,696
1259,3779,12/12/2021,12/12/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,735
1260,3792,12/13/2021,12/13/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,190
1261,3793,12/13/2021,12/13/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,58
1262,3794,12/13/2021,12/13/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1419
1263,3795,12/13/2021,12/13/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1313
1264,3796,12/13/2021,12/13/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,647
1265,3797,12/13/2021,12/13/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,617
1266,3810,12/14/2021,12/14/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,200
1267,3811,12/14/2021,12/14/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,48
1268,3812,12/14/2021,12/14/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1474
1269,3813,12/14/2021,12/14/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1399
1270,3814,12/14/2021,12/14/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,692
1271,3815,12/14/2021,12/14/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,639
1272,3828,12/15/2021,12/15/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,230
1273,3829,12/15/2021,12/15/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,46
1274,3830,12/15/2021,12/15/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1529
1275,3831,12/15/2021,12/15/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1475
1276,3832,12/15/2021,12/15/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,884
1277,3833,12/15/2021,12/15/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,705
1278,3846,12/16/2021,12/16/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,316
1279,3847,12/16/2021,12/16/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,63
1280,3848,12/16/2021,12/16/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1586
1281,3849,12/16/2021,12/16/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1493
1282,3850,12/16/2021,12/16/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,767
1283,3851,12/16/2021,12/16/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,739
1284,3864,12/17/2021,12/17/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,234
1285,3865,12/17/2021,12/17/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,54
1286,3866,12/17/2021,12/17/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1736
1287,3867,12/17/2021,12/17/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1657
1288,3868,12/17/2021,12/17/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,931
1289,3869,12/17/2021,12/17/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,899
1290,3882,12/18/2021,12/18/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,241
1291,3883,12/18/2021,12/18/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,77
1292,3884,12/18/2021,12/18/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,2032
1293,3885,12/18/2021,12/18/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1870
1294,3886,12/18/2021,12/18/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,992
1295,3887,12/18/2021,12/18/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,936
1296,3900,12/19/2021,12/19/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,255
1297,3901,12/19/2021,12/19/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,53
1298,3902,12/19/2021,12/19/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1736
1299,3903,12/19/2021,12/19/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1367
1300,3904,12/19/2021,12/19/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,976
1301,3905,12/19/2021,12/19/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,980
1302,3918,12/20/2021,12/20/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,171
1303,3919,12/20/2021,12/20/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,40
1304,3920,12/20/2021,12/20/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1664
1305,3921,12/20/2021,12/20/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1567
1306,3922,12/20/2021,12/20/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,835
1307,3923,12/20/2021,12/20/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,818
1308,3936,12/21/2021,12/21/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,177
1309,3937,12/21/2021,12/21/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,50
1310,3938,12/21/2021,12/21/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1742
1311,3939,12/21/2021,12/21/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1661
1312,3940,12/21/2021,12/21/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,892
1313,3941,12/21/2021,12/21/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,901
1314,3954,12/22/2021,12/22/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,128
1315,3955,12/22/2021,12/22/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,34
1316,3956,12/22/2021,12/22/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1328
1317,3957,12/22/2021,12/22/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1301
1318,3958,12/22/2021,12/22/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,690
1319,3959,12/22/2021,12/22/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,555
1320,3972,12/23/2021,12/23/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,220
1321,3973,12/23/2021,12/23/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,62
1322,3974,12/23/2021,12/23/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,2269
1323,3975,12/23/2021,12/23/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,2071
1324,3976,12/23/2021,12/23/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,863
1325,3977,12/23/2021,12/23/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,848
1326,3990,12/24/2021,12/24/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,112
1327,3991,12/24/2021,12/24/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,30
1328,3992,12/24/2021,12/24/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1129
1329,3993,12/24/2021,12/24/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1043
1330,3994,12/24/2021,12/24/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,601
1331,3995,12/24/2021,12/24/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,494
1332,4008,12/25/2021,12/25/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,35
1333,4009,12/25/2021,12/25/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,7
1334,4010,12/25/2021,12/25/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,541
1335,4011,12/25/2021,12/25/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,103
1336,4012,12/25/2021,12/25/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,58
1337,4013,12/25/2021,12/25/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,63
1338,4026,12/26/2021,12/26/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,177
1339,4027,12/26/2021,12/26/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,32
1340,4028,12/26/2021,12/26/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1126
1341,4029,12/26/2021,12/26/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,900
1342,4030,12/26/2021,12/26/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,511
1343,4031,12/26/2021,12/26/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,527
1344,4044,12/27/2021,12/27/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,167
1345,4045,12/27/2021,12/27/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,34
1346,4046,12/27/2021,12/27/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1073
1347,4047,12/27/2021,12/27/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,899
1348,4048,12/27/2021,12/27/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,618
1349,4049,12/27/2021,12/27/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,545
1350,4062,12/28/2021,12/28/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,185
1351,4063,12/28/2021,12/28/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,39
1352,4064,12/28/2021,12/28/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1483
1353,4065,12/28/2021,12/28/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1079
1354,4066,12/28/2021,12/28/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,726
1355,4067,12/28/2021,12/28/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,674
1356,4080,12/29/2021,12/29/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,211
1357,4081,12/29/2021,12/29/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,41
1358,4082,12/29/2021,12/29/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1453
1359,4083,12/29/2021,12/29/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1130
1360,4084,12/29/2021,12/29/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,677
1361,4085,12/29/2021,12/29/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,632
1362,4098,12/30/2021,12/30/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,162
1363,4099,12/30/2021,12/30/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,27
1364,4100,12/30/2021,12/30/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1125
1365,4101,12/30/2021,12/30/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,902
1366,4102,12/30/2021,12/30/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,524
1367,4103,12/30/2021,12/30/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,583
1368,4116,12/31/2021,12/31/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,166
1369,4117,12/31/2021,12/31/2021 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,50
1370,4118,12/31/2021,12/31/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1499
1371,4119,12/31/2021,12/31/2021 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1239
1372,4120,12/31/2021,12/31/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,798
1373,4121,12/31/2021,12/31/2021 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,757
1374,4134,01/01/2022,01/01/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,140
1375,4135,01/01/2022,01/01/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,45
1376,4136,01/01/2022,01/01/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1057
1377,4137,01/01/2022,01/01/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,873
1378,4138,01/01/2022,01/01/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,683
1379,4139,01/01/2022,01/01/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,616
1380,4152,01/02/2022,01/02/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,163
1381,4153,01/02/2022,01/02/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,44
1382,4154,01/02/2022,01/02/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1330
1383,4155,01/02/2022,01/02/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,985
1384,4156,01/02/2022,01/02/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,730
1385,4157,01/02/2022,01/02/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,795
1386,4170,01/03/2022,01/03/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,149
1387,4171,01/03/2022,01/03/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,27
1388,4172,01/03/2022,01/03/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1098
1389,4173,01/03/2022,01/03/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,755
1390,4174,01/03/2022,01/03/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,627
1391,4175,01/03/2022,01/03/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,592
1392,4188,01/04/2022,01/04/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,163
1393,4189,01/04/2022,01/04/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,42
1394,4190,01/04/2022,01/04/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1569
1395,4191,01/04/2022,01/04/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1404
1396,4192,01/04/2022,01/04/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,767
1397,4193,01/04/2022,01/04/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,703
1398,4206,01/05/2022,01/05/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,183
1399,4207,01/05/2022,01/05/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,56
1400,4208,01/05/2022,01/05/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1603
1401,4209,01/05/2022,01/05/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1310
1402,4210,01/05/2022,01/05/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,743
1403,4211,01/05/2022,01/05/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,693
1404,4224,01/06/2022,01/06/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,110
1405,4225,01/06/2022,01/06/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,36
1406,4226,01/06/2022,01/06/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1242
1407,4227,01/06/2022,01/06/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1018
1408,4228,01/06/2022,01/06/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,428
1409,4229,01/06/2022,01/06/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,398
1410,4242,01/07/2022,01/07/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,137
1411,4243,01/07/2022,01/07/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,38
1412,4244,01/07/2022,01/07/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1329
1413,4245,01/07/2022,01/07/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1151
1414,4246,01/07/2022,01/07/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,507
1415,4247,01/07/2022,01/07/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,454
1416,4260,01/08/2022,01/08/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,168
1417,4261,01/08/2022,01/08/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,39
1418,4262,01/08/2022,01/08/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1586
1419,4263,01/08/2022,01/08/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1458
1420,4264,01/08/2022,01/08/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,633
1421,4265,01/08/2022,01/08/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,578
1422,4278,01/09/2022,01/09/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,136
1423,4279,01/09/2022,01/09/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,49
1424,4280,01/09/2022,01/09/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1374
1425,4281,01/09/2022,01/09/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1069
1426,4282,01/09/2022,01/09/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,651
1427,4283,01/09/2022,01/09/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,704
1428,4296,01/10/2022,01/10/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,132
1429,4297,01/10/2022,01/10/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,62
1430,4298,01/10/2022,01/10/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1271
1431,4299,01/10/2022,01/10/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1279
1432,4300,01/10/2022,01/10/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,658
1433,4301,01/10/2022,01/10/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,548
1434,4314,01/11/2022,01/11/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,137
1435,4315,01/11/2022,01/11/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,49
1436,4316,01/11/2022,01/11/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1377
1437,4317,01/11/2022,01/11/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1340
1438,4318,01/11/2022,01/11/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,754
1439,4319,01/11/2022,01/11/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,639
1440,4332,01/12/2022,01/12/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,175
1441,4333,01/12/2022,01/12/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,47
1442,4334,01/12/2022,01/12/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1352
1443,4335,01/12/2022,01/12/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1281
1444,4336,01/12/2022,01/12/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,755
1445,4337,01/12/2022,01/12/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,687
1446,4350,01/13/2022,01/13/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,169
1447,4351,01/13/2022,01/13/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,56
1448,4352,01/13/2022,01/13/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1355
1449,4353,01/13/2022,01/13/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1247
1450,4354,01/13/2022,01/13/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,730
1451,4355,01/13/2022,01/13/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,663
1452,4368,01/14/2022,01/14/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,172
1453,4369,01/14/2022,01/14/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,58
1454,4370,01/14/2022,01/14/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1478
1455,4371,01/14/2022,01/14/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1214
1456,4372,01/14/2022,01/14/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,749
1457,4373,01/14/2022,01/14/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,766
1458,4386,01/15/2022,01/15/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,246
1459,4387,01/15/2022,01/15/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,47
1460,4388,01/15/2022,01/15/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1862
1461,4389,01/15/2022,01/15/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1810
1462,4390,01/15/2022,01/15/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,959
1463,4391,01/15/2022,01/15/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,763
1464,4404,01/16/2022,01/16/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,222
1465,4405,01/16/2022,01/16/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,54
1466,4406,01/16/2022,01/16/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1422
1467,4407,01/16/2022,01/16/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1028
1468,4408,01/16/2022,01/16/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,815
1469,4409,01/16/2022,01/16/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,1010
1470,4422,01/17/2022,01/17/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,180
1471,4423,01/17/2022,01/17/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,53
1472,4424,01/17/2022,01/17/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1386
1473,4425,01/17/2022,01/17/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1192
1474,4426,01/17/2022,01/17/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,691
1475,4427,01/17/2022,01/17/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,698
1476,4440,01/18/2022,01/18/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,172
1477,4441,01/18/2022,01/18/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,51
1478,4442,01/18/2022,01/18/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1306
1479,4443,01/18/2022,01/18/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1239
1480,4444,01/18/2022,01/18/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,795
1481,4445,01/18/2022,01/18/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,723
1482,4458,01/19/2022,01/19/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,195
1483,4459,01/19/2022,01/19/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,62
1484,4460,01/19/2022,01/19/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1419
1485,4461,01/19/2022,01/19/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1240
1486,4462,01/19/2022,01/19/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,639
1487,4463,01/19/2022,01/19/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,672
1488,4476,01/20/2022,01/20/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,197
1489,4477,01/20/2022,01/20/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,63
1490,4478,01/20/2022,01/20/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1340
1491,4479,01/20/2022,01/20/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1274
1492,4480,01/20/2022,01/20/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,790
1493,4481,01/20/2022,01/20/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,816
1494,4494,01/21/2022,01/21/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,193
1495,4495,01/21/2022,01/21/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,57
1496,4496,01/21/2022,01/21/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1707
1497,4497,01/21/2022,01/21/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1382
1498,4498,01/21/2022,01/21/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,in,885
1499,4499,01/21/2022,01/21/2022 00:00,22999,S3_GeorgesStUpper_pathRHS_dlr001,S3,out,925
1500,4512,01/22/2022,01/22/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,in,251
1501,4513,01/22/2022,01/22/2022 00:00,22998,S3_GeorgesStUpper_dlr001,S3,out,67
1502,4514,01/22/2022,01/22/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,in,1732
1503,4515,01/22/2022,01/22/2022 00:00,22997,S3_GeorgesStUpper_pathLHS_dlr001,S3,out,1442
