,year,month,day,real data,data with prediction for 2023
504,2022,10,3,1758.8333333333333,1758.8333333333333
505,2022,10,4,1708.8333333333333,1708.8333333333333
506,2022,10,5,1681.6666666666667,1681.6666666666667
507,2022,10,6,1846.8333333333333,1846.8333333333333
508,2022,10,7,2029.5,2029.5
509,2022,10,8,2251.0,2251.0
510,2022,10,9,1062.1666666666667,1062.1666666666667
511,2022,10,10,1762.5,1762.5
512,2022,10,11,1722.3333333333333,1722.3333333333333
513,2022,10,12,1871.3333333333333,1871.3333333333333
514,2022,10,13,1803.3333333333333,1803.3333333333333
515,2022,10,14,2026.5,2026.5
516,2022,10,15,2139.6666666666665,2139.6666666666665
517,2022,10,16,1292.1666666666667,1292.1666666666667
518,2022,10,17,1567.0,1567.0
519,2022,10,18,1762.8333333333333,1762.8333333333333
520,2022,10,19,1116.6666666666667,1116.6666666666667
521,2022,10,20,1911.0,1911.0
522,2022,10,21,1784.1666666666667,1784.1666666666667
523,2022,10,22,2326.6666666666665,2326.6666666666665
524,2022,10,23,1364.0,1364.0
525,2022,10,24,1800.0,1800.0
526,2022,10,25,1653.8333333333333,1653.8333333333333
527,2022,10,26,1867.0,1867.0
528,2022,10,27,1880.5,1880.5
529,2022,10,28,2197.3333333333335,2197.3333333333335
530,2022,10,29,1833.5,1833.5
531,2022,10,30,1653.6666666666667,1653.6666666666667
532,2022,10,31,1201.6666666666667,1201.6666666666667
533,2022,11,1,1930.8333333333333,1930.8333333333333
534,2022,11,2,1560.3333333333333,1560.3333333333333
535,2022,11,3,2041.1666666666667,2041.1666666666667
536,2022,11,4,2228.1666666666665,2228.1666666666665
537,2022,11,5,2190.8333333333335,2190.8333333333335
538,2022,11,6,1507.0,1507.0
539,2022,11,7,1497.8333333333333,1497.8333333333333
540,2022,11,8,1760.1666666666667,1760.1666666666667
541,2022,11,9,1797.5,1797.5
542,2022,11,10,1800.1666666666667,1800.1666666666667
543,2022,11,11,2112.5,2112.5
544,2022,11,12,2188.1666666666665,2188.1666666666665
545,2022,11,13,1463.1666666666667,1463.1666666666667
546,2022,11,14,1786.1666666666667,1786.1666666666667
