,Unnamed: 0,index,UTC Datetime,Local Datetime,countlineId,countlineName,Sensor Number,direction,Pedestrian
1181,1181,3539,11/29/2021,11/29/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2015.0364625728475
1182,1182,3552,11/30/2021,11/30/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,334.1548299290978
1183,1183,3553,11/30/2021,11/30/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,148.64312128673467
1184,1184,3554,11/30/2021,11/30/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2262.013245110432
1185,1185,3555,11/30/2021,11/30/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2157.032827442987
1186,1186,3556,11/30/2021,11/30/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2288.2903780700726
1187,1187,3557,11/30/2021,11/30/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,1840.6128602589565
1188,1188,3570,12/01/2021,12/01/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,327.76646548882155
1189,1189,3571,12/01/2021,12/01/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,175.76392753744847
1190,1190,3572,12/01/2021,12/01/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2635.157328209372
1191,1191,3573,12/01/2021,12/01/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2434.322773359518
1192,1192,3574,12/01/2021,12/01/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2567.3902206011553
1193,1193,3575,12/01/2021,12/01/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2112.984898571836
1194,1194,3588,12/02/2021,12/02/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,378.72573995092483
1195,1195,3589,12/02/2021,12/02/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,182.05309674411
1196,1196,3590,12/02/2021,12/02/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2618.269437092903
1197,1197,3591,12/02/2021,12/02/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2525.726308528084
1198,1198,3592,12/02/2021,12/02/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2537.546985385131
1199,1199,3593,12/02/2021,12/02/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2068.9254517975305
1200,1200,3606,12/03/2021,12/03/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,437.6186485140562
1201,1201,3607,12/03/2021,12/03/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,201.93463552909856
1202,1202,3608,12/03/2021,12/03/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3346.179480089463
1203,1203,3609,12/03/2021,12/03/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2991.534794254315
1204,1204,3610,12/03/2021,12/03/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2954.2789214997906
1205,1205,3611,12/03/2021,12/03/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2396.070341107585
1206,1206,3624,12/04/2021,12/04/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,498.8658756863052
1207,1207,3625,12/04/2021,12/04/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,187.94548501631277
1208,1208,3626,12/04/2021,12/04/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3555.44825236968
1209,1209,3627,12/04/2021,12/04/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,3043.2833424165574
1210,1210,3628,12/04/2021,12/04/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3217.2228054580128
1211,1211,3629,12/04/2021,12/04/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2663.9762903271726
1212,1212,3642,12/05/2021,12/05/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,460.58413487113967
1213,1213,3643,12/05/2021,12/05/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,169.70181937628203
1214,1214,3644,12/05/2021,12/05/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3201.8683471066583
1215,1215,3645,12/05/2021,12/05/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2294.1228026126296
1216,1216,3646,12/05/2021,12/05/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2561.0127360790657
1217,1217,3647,12/05/2021,12/05/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2411.6795741052497
1218,1218,3660,12/06/2021,12/06/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,328.3263745628352
1219,1219,3661,12/06/2021,12/06/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,166.4965977417154
1220,1220,3662,12/06/2021,12/06/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2510.198480103955
1221,1221,3663,12/06/2021,12/06/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2447.335458615605
1222,1222,3664,12/06/2021,12/06/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2462.2400830447473
1223,1223,3665,12/06/2021,12/06/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,1900.2663719439618
1224,1224,3678,12/07/2021,12/07/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,180.19475430306585
1225,1225,3679,12/07/2021,12/07/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,97.80512088710306
1226,1226,3680,12/07/2021,12/07/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,1316.296729000899
1227,1227,3681,12/07/2021,12/07/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,1219.4572312317514
1228,1228,3682,12/07/2021,12/07/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,1314.7916478215668
1229,1229,3683,12/07/2021,12/07/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,1043.6386228903295
1230,1230,3696,12/08/2021,12/08/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,254.26056443295053
1231,1231,3697,12/08/2021,12/08/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,142.29001917413288
1232,1232,3698,12/08/2021,12/08/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2219.5208278332516
1233,1233,3699,12/08/2021,12/08/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,1802.0309111698327
1234,1234,3700,12/08/2021,12/08/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,1997.8401058373481
1235,1235,3701,12/08/2021,12/08/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,1616.0479277613674
1236,1236,3714,12/09/2021,12/09/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,397.6351016479927
1237,1237,3715,12/09/2021,12/09/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,179.95450975875326
1238,1238,3716,12/09/2021,12/09/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2401.3448411642757
1239,1239,3717,12/09/2021,12/09/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2459.131115078197
1240,1240,3718,12/09/2021,12/09/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2720.7640201555387
1241,1241,3719,12/09/2021,12/09/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2216.001186815213
1242,1242,3732,12/10/2021,12/10/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,396.31689303273595
1243,1243,3733,12/10/2021,12/10/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,201.3747264550849
1244,1244,3734,12/10/2021,12/10/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3299.677718383096
1245,1245,3735,12/10/2021,12/10/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2885.145868068038
1246,1246,3736,12/10/2021,12/10/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3036.7347914023244
1247,1247,3737,12/10/2021,12/10/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2528.180460355783
1248,1248,3750,12/11/2021,12/11/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,584.3196814261366
1249,1249,3751,12/11/2021,12/11/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,217.05909126935993
1250,1250,3752,12/11/2021,12/11/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3856.583258247009
1251,1251,3753,12/11/2021,12/11/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,3233.796985809222
1252,1252,3754,12/11/2021,12/11/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3676.3522517850156
1253,1253,3755,12/11/2021,12/11/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2786.7838174519634
1254,1254,3768,12/12/2021,12/12/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,574.4548766480847
1255,1255,3769,12/12/2021,12/12/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,155.91105933072564
1256,1256,3770,12/12/2021,12/12/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3649.7459209806675
1257,1257,3771,12/12/2021,12/12/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2478.754937651278
1258,1258,3772,12/12/2021,12/12/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2671.081100231609
1259,1259,3773,12/12/2021,12/12/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2361.4963898444685
1260,1260,3786,12/13/2021,12/13/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,372.54235772728674
1261,1261,3787,12/13/2021,12/13/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,187.2929724580932
1262,1262,3788,12/13/2021,12/13/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2721.8103720826193
1263,1263,3789,12/13/2021,12/13/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2551.634693146564
1264,1264,3790,12/13/2021,12/13/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2677.4849517513335
1265,1265,3791,12/13/2021,12/13/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2190.923929973955
1266,1266,3804,12/14/2021,12/14/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,404.7399115524288
1267,1267,3805,12/14/2021,12/14/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,188.79638804176182
1268,1268,3806,12/14/2021,12/14/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2854.5354379807313
1269,1269,3807,12/14/2021,12/14/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2728.256077679427
1270,1270,3808,12/14/2021,12/14/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2932.761813150475
1271,1271,3809,12/14/2021,12/14/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2399.5886355224443
1272,1272,3822,12/15/2021,12/15/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,441.49615795506867
1273,1273,3823,12/15/2021,12/15/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,197.90058969793995
1274,1274,3824,12/15/2021,12/15/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2880.655396565259
1275,1275,3825,12/15/2021,12/15/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2748.192654040316
1276,1276,3826,12/15/2021,12/15/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3285.7488505924393
1277,1277,3827,12/15/2021,12/15/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2545.5158818138334
1278,1278,3840,12/16/2021,12/16/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,529.394582207593
1279,1279,3841,12/16/2021,12/16/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,208.55006101486993
1280,1280,3842,12/16/2021,12/16/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2844.0247123938684
1281,1281,3843,12/16/2021,12/16/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2823.7552880044605
1282,1282,3844,12/16/2021,12/16/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3176.65067893967
1283,1283,3845,12/16/2021,12/16/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2646.5967112114085
1284,1284,3858,12/17/2021,12/17/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,492.75301811801603
1285,1285,3859,12/17/2021,12/17/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,206.87692554223767
1286,1286,3860,12/17/2021,12/17/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3189.4330425921803
1287,1287,3861,12/17/2021,12/17/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,3139.8229509042303
1288,1288,3862,12/17/2021,12/17/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3614.4544966426943
1289,1289,3863,12/17/2021,12/17/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2990.5016258260516
1290,1290,3876,12/18/2021,12/18/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,737.3738164508188
1291,1291,3877,12/18/2021,12/18/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,312.63772157978224
1292,1292,3878,12/18/2021,12/18/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,4375.773877111663
1293,1293,3879,12/18/2021,12/18/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,4065.0452851594905
1294,1294,3880,12/18/2021,12/18/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,4413.14404255352
1295,1295,3881,12/18/2021,12/18/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,3622.6438623674835
1296,1296,3894,12/19/2021,12/19/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,555.3471244837874
1297,1297,3895,12/19/2021,12/19/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,219.6823250010559
1298,1298,3896,12/19/2021,12/19/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3449.4119494601487
1299,1299,3897,12/19/2021,12/19/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2816.1502137631733
1300,1300,3898,12/19/2021,12/19/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3395.854461660804
1301,1301,3899,12/19/2021,12/19/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2969.795551013249
1302,1302,3912,12/20/2021,12/20/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,416.3902305355452
1303,1303,3913,12/20/2021,12/20/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,193.575549915346
1304,1304,3914,12/20/2021,12/20/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2865.861485272885
1305,1305,3915,12/20/2021,12/20/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2876.1804121419273
1306,1306,3916,12/20/2021,12/20/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3454.4675751831705
1307,1307,3917,12/20/2021,12/20/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2835.137329849966
1308,1308,3930,12/21/2021,12/21/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,453.0406899551616
1309,1309,3931,12/21/2021,12/21/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,223.02200419691167
1310,1310,3932,12/21/2021,12/21/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3060.3297545113196
1311,1311,3933,12/21/2021,12/21/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,3059.7148078614055
1312,1312,3934,12/21/2021,12/21/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3652.3681271016667
1313,1313,3935,12/21/2021,12/21/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2918.1221346676166
1314,1314,3948,12/22/2021,12/22/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,361.09273279203046
1315,1315,3949,12/22/2021,12/22/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,167.92948867003508
1316,1316,3950,12/22/2021,12/22/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2434.5211638267474
1317,1317,3951,12/22/2021,12/22/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2472.831575220179
1318,1318,3952,12/22/2021,12/22/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3322.205526706088
1319,1319,3953,12/22/2021,12/22/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2481.407479946207
1320,1320,3966,12/23/2021,12/23/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,637.6398662467662
1321,1321,3967,12/23/2021,12/23/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,272.25080202985123
1322,1322,3968,12/23/2021,12/23/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,4078.2382512302447
1323,1323,3969,12/23/2021,12/23/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,3914.8786918278215
1324,1324,3970,12/23/2021,12/23/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,4825.670228359911
1325,1325,3971,12/23/2021,12/23/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,3720.60778544592
1326,1326,3984,12/24/2021,12/24/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,323.8823642984003
1327,1327,3985,12/24/2021,12/24/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,176.50904357987403
1328,1328,3986,12/24/2021,12/24/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2283.9670038831423
1329,1329,3987,12/24/2021,12/24/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2211.887402006182
1330,1330,3988,12/24/2021,12/24/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3360.0707113385683
1331,1331,3989,12/24/2021,12/24/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2457.8402304380265
1332,1332,4002,12/25/2021,12/25/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,92.53657459485416
1333,1333,4003,12/25/2021,12/25/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,63.87049868338852
1334,1334,4004,12/25/2021,12/25/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,606.2994882039984
1335,1335,4005,12/25/2021,12/25/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,181.90315210337258
1336,1336,4006,12/25/2021,12/25/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,158.40642725054116
1337,1337,4007,12/25/2021,12/25/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,155.59139480102456
1338,1338,4020,12/26/2021,12/26/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,263.21482144839126
1339,1339,4021,12/26/2021,12/26/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,113.75840082395642
1340,1340,4022,12/26/2021,12/26/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,1827.1852844158482
1341,1341,4023,12/26/2021,12/26/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,1437.0804819644595
1342,1342,4024,12/26/2021,12/26/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,1478.0938660674587
1343,1343,4025,12/26/2021,12/26/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,1222.9999080560983
1344,1344,4038,12/27/2021,12/27/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,305.2969552998115
1345,1345,4039,12/27/2021,12/27/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,136.29184391890666
1346,1346,4040,12/27/2021,12/27/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2043.6867324123814
1347,1347,4041,12/27/2021,12/27/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,1652.779472762036
1348,1348,4042,12/27/2021,12/27/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2039.1880035645295
1349,1349,4043,12/27/2021,12/27/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,1805.4526329241912
1350,1350,4056,12/28/2021,12/28/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,369.16741620375643
1351,1351,4057,12/28/2021,12/28/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,171.30443019356534
1352,1352,4058,12/28/2021,12/28/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2697.3325748118277
1353,1353,4059,12/28/2021,12/28/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2083.7760662614683
1354,1354,4060,12/28/2021,12/28/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2677.5752516549082
1355,1355,4061,12/28/2021,12/28/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2334.490265906818
1356,1356,4074,12/29/2021,12/29/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,409.6887933149766
1357,1357,4075,12/29/2021,12/29/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,169.76575228222225
1358,1358,4076,12/29/2021,12/29/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2558.7856452968613
1359,1359,4077,12/29/2021,12/29/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2145.2988003057044
1360,1360,4078,12/29/2021,12/29/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2613.1382899275413
1361,1361,4079,12/29/2021,12/29/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2175.6010837664644
1362,1362,4092,12/30/2021,12/30/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,301.23423889038713
1363,1363,4093,12/30/2021,12/30/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,130.32893099135492
1364,1364,4094,12/30/2021,12/30/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,1888.822700773147
1365,1365,4095,12/30/2021,12/30/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,1610.2366250702166
1366,1366,4096,12/30/2021,12/30/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2254.563041663627
1367,1367,4097,12/30/2021,12/30/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,1800.289873614966
1368,1368,4110,12/31/2021,12/31/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,416.4541634414854
1369,1369,4111,12/31/2021,12/31/2021 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,187.94548501631277
1370,1370,4112,12/31/2021,12/31/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2537.1515510538525
1371,1371,4113,12/31/2021,12/31/2021 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2279.121605522987
1372,1372,4114,12/31/2021,12/31/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2852.587433621079
1373,1373,4115,12/31/2021,12/31/2021 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2286.1100675186963
1374,1374,4128,01/01/2022,01/01/2022 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,258.32328084237486
1375,1375,4129,01/01/2022,01/01/2022 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,135.73852659430176
1376,1376,4130,01/01/2022,01/01/2022 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,1780.198426459594
1377,1377,4131,01/01/2022,01/01/2022 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,1439.6265992913977
1378,1378,4132,01/01/2022,01/01/2022 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,1669.7095369480714
1379,1379,4133,01/01/2022,01/01/2022 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,1467.1224266401969
1380,1380,4146,01/02/2022,01/02/2022 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,358.5818777927667
1381,1381,4147,01/02/2022,01/02/2022 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,140.29062742239083
1382,1382,4148,01/02/2022,01/02/2022 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2423.353637512887
1383,1383,4149,01/02/2022,01/02/2022 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,1789.5099139130411
1384,1384,4150,01/02/2022,01/02/2022 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2041.7450008096544
1385,1385,4151,01/02/2022,01/02/2022 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,1966.6341853558692
1386,1386,4164,01/03/2022,01/03/2022 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,322.5839309313698
1387,1387,4165,01/03/2022,01/03/2022 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,142.02110405155454
