,Unnamed: 0,index,UTC Datetime,Local Datetime,countlineId,countlineName,Sensor Number,direction,Pedestrian
1886,1886,5660,03/27/2022,03/27/2022 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2819.3158849012875
1887,1887,5661,03/27/2022,03/27/2022 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2385.8018446531823
1888,1888,5662,03/27/2022,03/27/2022 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2394.820034574563
1889,1889,5663,03/27/2022,03/27/2022 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2036.4408731972474
1890,1890,5676,03/28/2022,03/28/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,310.53683101379465
1891,1891,5677,03/28/2022,03/28/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,185.10178198853046
1892,1892,5678,03/28/2022,03/28/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2625.7799232618377
1893,1893,5679,03/28/2022,03/28/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2546.416896261438
1894,1894,5680,03/28/2022,03/28/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2504.1940320918034
1895,1895,5681,03/28/2022,03/28/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,1894.21943186976
1896,1896,5694,03/29/2022,03/29/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,269.55474006217554
1897,1897,5695,03/29/2022,03/29/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,149.69241477941304
1898,1898,5696,03/29/2022,03/29/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2622.464307482986
1899,1899,5697,03/29/2022,03/29/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2504.4866916389024
1900,1900,5698,03/29/2022,03/29/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2503.576781861258
1901,1901,5699,03/29/2022,03/29/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2220.09455839105
1902,1902,5712,03/30/2022,03/30/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,275.26192136596643
1903,1903,5713,03/30/2022,03/30/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,141.7014395218535
1904,1904,5714,03/30/2022,03/30/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2411.119027046269
1905,1905,5715,03/30/2022,03/30/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2363.464169452347
1906,1906,5716,03/30/2022,03/30/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2386.372952637866
1907,1907,5717,03/30/2022,03/30/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2097.4369759069973
1908,1908,5730,03/31/2022,03/31/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,296.0582960823442
1909,1909,5731,03/31/2022,03/31/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,175.5081959136876
1910,1910,5732,03/31/2022,03/31/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2767.719265967929
1911,1911,5733,03/31/2022,03/31/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2772.802605291766
1912,1912,5734,03/31/2022,03/31/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2520.085682703347
1913,1913,5735,03/31/2022,03/31/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2175.5589106968973
1914,1914,5748,04/01/2022,04/01/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,303.4959540152988
1915,1915,5749,04/01/2022,04/01/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,186.15107548120884
1916,1916,5750,04/01/2022,04/01/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2652.7992306983056
1917,1917,5751,04/01/2022,04/01/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2712.8053656600555
1918,1918,5752,04/01/2022,04/01/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2735.756002922658
1919,1919,5753,04/01/2022,04/01/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2117.307634773799
1920,1920,5766,04/02/2022,04/02/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,410.0503119217609
1921,1921,5767,04/02/2022,04/02/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,201.24686064320446
1922,1922,5768,04/02/2022,04/02/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3107.8834322834796
1923,1923,5769,04/02/2022,04/02/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,3204.9457029293444
1924,1924,5770,04/02/2022,04/02/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3333.948130180927
1925,1925,5771,04/02/2022,04/02/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2673.9422749269866
1926,1926,5784,04/03/2022,04/03/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,355.6234924519214
1927,1927,5785,04/03/2022,04/03/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,191.09995724375668
1928,1928,5786,04/03/2022,04/03/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2866.6112084765723
1929,1929,5787,04/03/2022,04/03/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2298.432355315775
1930,1930,5788,04/03/2022,04/03/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2484.3741226321245
1931,1931,5789,04/03/2022,04/03/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2262.2228344883315
1932,1932,5802,04/04/2022,04/04/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,216.65341500486164
1933,1933,5803,04/04/2022,04/04/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,154.2445156075021
1934,1934,5804,04/04/2022,04/04/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2357.9356033675595
1935,1935,5805,04/04/2022,04/04/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2340.302596208665
1936,1936,5806,04/04/2022,04/04/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2277.3453056404455
1937,1937,5807,04/04/2022,04/04/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2018.896181353781
1938,1938,5820,04/05/2022,04/05/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,233.6207261067189
1939,1939,5821,04/05/2022,04/05/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,155.39300433379518
1940,1940,5822,04/05/2022,04/05/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2687.189959581158
1941,1941,5823,04/05/2022,04/05/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2614.64305211439
1942,1942,5824,04/05/2022,04/05/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2473.1340870747676
1943,1943,5825,04/05/2022,04/05/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2205.7636645197063
1944,1944,5838,04/06/2022,04/06/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,236.08083169885998
1945,1945,5839,04/06/2022,04/06/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,162.8306622667498
1946,1946,5840,04/06/2022,04/06/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2736.3745997563833
1947,1947,5841,04/06/2022,04/06/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2386.187426676971
1948,1948,5842,04/06/2022,04/06/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2449.6726245496106
1949,1949,5843,04/06/2022,04/06/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,1971.5853706990479
1950,1950,5856,04/07/2022,04/07/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,271.752522281147
1951,1951,5857,04/07/2022,04/07/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,156.44229782647358
1952,1952,5858,04/07/2022,04/07/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2529.517806234299
1953,1953,5859,04/07/2022,04/07/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2425.6595102955125
1954,1954,5860,04/07/2022,04/07/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2471.4102021950125
1955,1955,5861,04/07/2022,04/07/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2042.218898148871
1956,1956,5874,04/08/2022,04/08/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,319.9452101202256
1957,1957,5875,04/08/2022,04/08/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,161.78136877407144
1958,1958,5876,04/08/2022,04/08/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2705.345628898244
1959,1959,5877,04/08/2022,04/08/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2554.491579673164
1960,1960,5878,04/08/2022,04/08/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2654.8763768397725
1961,1961,5879,04/08/2022,04/08/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2149.0312912597246
1962,1962,5892,04/09/2022,04/09/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,423.24590056562914
1963,1963,5893,04/09/2022,04/09/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,199.80737796547606
1964,1964,5894,04/09/2022,04/09/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3183.08454764084
1965,1965,5895,04/09/2022,04/09/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2974.988646496404
1966,1966,5896,04/09/2022,04/09/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3242.2536010609256
1967,1967,5897,04/09/2022,04/09/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2788.104010655367
1968,1968,5910,04/10/2022,04/10/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,298.25607830131565
1969,1969,5911,04/10/2022,04/10/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,141.8645676614084
1970,1970,5912,04/10/2022,04/10/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2363.0235498526577
1971,1971,5913,04/10/2022,04/10/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,1921.8602777055514
1972,1972,5914,04/10/2022,04/10/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2186.764002919063
1973,1973,5915,04/10/2022,04/10/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2062.6204765189373
1974,1974,5928,04/11/2022,04/11/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,237.78263774975798
1975,1975,5929,04/11/2022,04/11/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,161.25672202773222
1976,1976,5930,04/11/2022,04/11/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2725.5026745552195
1977,1977,5931,04/11/2022,04/11/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2587.56640352139
1978,1978,5932,04/11/2022,04/11/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2634.284984340033
1979,1979,5933,04/11/2022,04/11/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2317.0708173021176
1980,1980,5946,04/12/2022,04/12/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,238.79666891476188
1981,1981,5947,04/12/2022,04/12/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,139.8012430037261
1982,1982,5948,04/12/2022,04/12/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2248.8947728713215
1983,1983,5949,04/12/2022,04/12/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2134.9512028583963
1984,1984,5950,04/12/2022,04/12/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2105.298100764529
1985,1985,5951,04/12/2022,04/12/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,1701.9380649321101
1986,1986,5964,04/13/2022,04/13/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,297.0083943414079
1987,1987,5965,04/13/2022,04/13/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,180.35788244262076
1988,1988,5966,04/13/2022,04/13/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2495.1445490190426
1989,1989,5967,04/13/2022,04/13/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2354.9597463591185
1990,1990,5968,04/13/2022,04/13/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2482.804789554368
1991,1991,5969,04/13/2022,04/13/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2197.832333999309
1992,1992,5982,04/14/2022,04/14/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,370.91107633173766
1993,1993,5983,04/14/2022,04/14/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,220.716131414286
1994,1994,5984,04/14/2022,04/14/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3340.93960437548
1995,1995,5985,04/14/2022,04/14/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,3010.0450714362933
1996,1996,5986,04/14/2022,04/14/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3277.354183658529
1997,1997,5987,04/14/2022,04/14/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2835.6837364326784
1998,1998,6000,04/15/2022,04/15/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,360.77966001173814
1999,1999,6001,04/15/2022,04/15/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,184.9673244272413
2000,2000,6002,04/15/2022,04/15/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2907.070956262483
2001,2001,6003,04/15/2022,04/15/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2825.929006806428
2002,2002,6004,04/15/2022,04/15/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3194.3232365950166
2003,2003,6005,04/15/2022,04/15/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2550.1273083866013
2004,2004,6018,04/16/2022,04/16/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,386.20525196096264
2005,2005,6019,04/16/2022,04/16/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,191.12862782202242
2006,2006,6020,04/16/2022,04/16/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2956.7581643551907
2007,2007,6021,04/16/2022,04/16/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2820.3098218255814
2008,2008,6022,04/16/2022,04/16/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3436.4374680973337
2009,2009,6023,04/16/2022,04/16/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2727.0594621191253
2010,2010,6036,04/17/2022,04/17/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,186.19292955829206
2011,2011,6037,04/17/2022,04/17/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,118.18263584016508
2012,2012,6038,04/17/2022,04/17/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,1621.8516817256586
2013,2013,6039,04/17/2022,04/17/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,1392.9659976142534
2014,2014,6040,04/17/2022,04/17/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,1462.3498565160214
2015,2015,6041,04/17/2022,04/17/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,1350.908246172321
2016,2016,6054,04/18/2022,04/18/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,266.3495184276089
2017,2017,6055,04/18/2022,04/18/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,139.6381148641712
2018,2018,6056,04/18/2022,04/18/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2052.5595848542866
2019,2019,6057,04/18/2022,04/18/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,1762.6029852090048
2020,2020,6058,04/18/2022,04/18/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,1957.8585435594316
2021,2021,6059,04/18/2022,04/18/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,1752.354901987795
2022,2022,6072,04/19/2022,04/19/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,317.32197638852966
2023,2023,6073,04/19/2022,04/19/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,173.70060287976617
2024,2024,6074,04/19/2022,04/19/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2714.8663867371074
2025,2025,6075,04/19/2022,04/19/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2518.9059008256745
2026,2026,6076,04/19/2022,04/19/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3023.1796687398187
2027,2027,6077,04/19/2022,04/19/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2413.868460994182
2028,2028,6090,04/20/2022,04/20/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,369.89704516673373
2029,2029,6091,04/20/2022,04/20/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,192.2771165483155
2030,2030,6092,04/20/2022,04/20/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2708.180436595987
2031,2031,6093,04/20/2022,04/20/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2571.8843422877458
2032,2032,6094,04/20/2022,04/20/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3017.2078604822277
2033,2033,6095,04/20/2022,04/20/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2405.6019788646354
2034,2034,6108,04/21/2022,04/21/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,332.3604203939938
2035,2035,6109,04/21/2022,04/21/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,175.5721288196278
2036,2036,6110,04/21/2022,04/21/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2863.2890009483117
2037,2037,6111,04/21/2022,04/21/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2757.1755816340224
2038,2038,6112,04/21/2022,04/21/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3029.642846004222
2039,2039,6113,04/21/2022,04/21/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2535.1989395329383
2040,2040,6126,04/22/2022,04/22/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,375.04431739651096
2041,2041,6127,04/22/2022,04/22/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,204.29554588762494
2042,2042,6128,04/22/2022,04/22/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3181.356055599824
2043,2043,6129,04/22/2022,04/22/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2935.7301214320564
2044,2044,6130,04/22/2022,04/22/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3154.670234176841
2045,2045,6131,04/22/2022,04/22/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2889.1868246410895
2046,2046,6144,04/23/2022,04/23/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,375.917299250817
2047,2047,6145,04/23/2022,04/23/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,184.9673244272413
2048,2048,6146,04/23/2022,04/23/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3218.436573693426
2049,2049,6147,04/23/2022,04/23/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2993.827483538123
2050,2050,6148,04/23/2022,04/23/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3158.2392779988227
2051,2051,6149,04/23/2022,04/23/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2682.7663625499163
2052,2052,6162,04/24/2022,04/24/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,419.90391778914255
2053,2053,6163,04/24/2022,04/24/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,158.73268352965096
2054,2054,6164,04/24/2022,04/24/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2238.2716685520263
2055,2055,6165,04/24/2022,04/24/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2040.9290411193963
2056,2056,6166,04/24/2022,04/24/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2484.9515033737334
2057,2057,6167,04/24/2022,04/24/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2247.9822405205628
2058,2058,6180,04/25/2022,04/25/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,297.8019562103254
2059,2059,6181,04/25/2022,04/25/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,163.9438886653684
2060,2060,6182,04/25/2022,04/25/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2558.60274190908
2061,2061,6183,04/25/2022,04/25/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2484.9976456195946
2062,2062,6184,04/25/2022,04/25/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2518.6086341173136
2063,2063,6185,04/25/2022,04/25/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2062.708791834365
2064,2064,6198,04/26/2022,04/26/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,299.4684999335489
2065,2065,6199,04/26/2022,04/26/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,178.13142964538355
2066,2066,6200,04/26/2022,04/26/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2694.923218626809
2067,2067,6201,04/26/2022,04/26/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2542.528187909755
2068,2068,6202,04/26/2022,04/26/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2768.7998526119873
2069,2069,6203,04/26/2022,04/26/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2230.395694600013
2070,2070,6216,04/27/2022,04/27/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,307.92018903150745
2071,2071,6217,04/27/2022,04/27/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,185.30017245575985
2072,2072,6218,04/27/2022,04/27/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2731.1261477048442
2073,2073,6219,04/27/2022,04/27/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2609.837523243171
2074,2074,6220,04/27/2022,04/27/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2731.0582456226093
2075,2075,6221,04/27/2022,04/27/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2301.761154593444
2076,2076,6234,04/28/2022,04/28/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,273.88637159417823
2077,2077,6235,04/28/2022,04/28/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,179.2733266222679
2078,2078,6236,04/28/2022,04/28/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2659.207370386808
2079,2079,6237,04/28/2022,04/28/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2506.472899891827
2080,2080,6238,04/28/2022,04/28/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2670.7126708829323
2081,2081,6239,04/28/2022,04/28/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2416.7296356895595
2082,2082,6252,04/29/2022,04/29/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,380.07921089385604
2083,2083,6253,04/29/2022,04/29/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,189.61862048894506
2084,2084,6254,04/29/2022,04/29/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3011.6786564124727
2085,2085,6255,04/29/2022,04/29/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2994.0169786753127
2086,2086,6256,04/29/2022,04/29/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3118.579683831238
2087,2087,6257,04/29/2022,04/29/2022 01:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2524.9198821528325
2088,2088,6270,04/30/2022,04/30/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,344.1099346107249
2089,2089,6271,04/30/2022,04/30/2022 01:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,150.83431175629738
2090,2090,6272,04/30/2022,04/30/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2673.556054918231
2091,2091,6273,04/30/2022,04/30/2022 01:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2673.2143115596728
